loan_id,customer_id,branch_id,loan_type,principal,outstanding,interest_rate,emi,tenure_months,disbursed_date,status,dpd
LN00000237,CUST0000104,BR0006,AutoLoan,52456.62,253566.64,9.62,3191.18,36,2019-11-24,Active,0
LN00000238,CUST0000559,BR0005,PersonalLoan,137442.17,60209.67,15.07,1669.27,48,2021-04-06,Active,0
LN00000239,CUST0005925,BR0003,PersonalLoan,90701.73,127875.02,8.11,2477.3,48,2019-07-29,Active,0
LN00000240,CUST0002631,BR0002,EducationLoan,346239.05,98312.31,6.76,2691.31,60,2024-02-18,Active,0
LN00000241,CUST0004024,BR0019,HomeLoan,212596.54,97638.1,15.03,9447.16,60,2020-07-01,Closed,0
LN00000242,CUST0007708,BR0021,GoldLoan,190300.03,13175.18,8.46,7481.3,24,2022-12-18,Active,0
LN00000243,CUST0000589,BR0034,PersonalLoan,19677.8,15156.3,9.36,3311.68,12,2023-03-08,Active,0
LN00000244,CUST0008701,BR0021,HomeLoan,80686.84,209189.53,10.16,3829.83,240,2019-12-27,Closed,0
LN00000245,CUST0001063,BR0049,HomeLoan,490521.65,203332.66,7.55,2583.51,180,2025-09-08,Active,0
LN00000246,CUST0008491,BR0015,PersonalLoan,85526.29,82810.21,7.78,955.94,36,2021-04-28,NPA,0
LN00000247,CUST0004687,BR0049,EducationLoan,127680.26,27458.25,6.59,5677.38,48,2023-03-01,Active,0
LN00000248,CUST0005207,BR0009,PersonalLoan,69718.47,28862.1,8.36,19667.96,84,2020-05-28,Closed,0
LN00000249,CUST0002162,BR0034,PersonalLoan,50163.02,19051.67,12.6,3547.45,48,2022-04-01,Active,0
LN00000250,CUST0006004,BR0014,HomeLoan,668714.53,65026.35,15.17,12659.91,24,2023-05-10,Active,0
LN00000251,CUST0009508,BR0045,EducationLoan,163413.85,528686.69,8.58,1208.65,60,2019-10-22,Closed,0
LN00000252,CUST0005563,BR0009,EducationLoan,96904.97,77517.15,10.91,4353.62,24,2020-03-04,Closed,0
LN00000253,CUST0002140,BR0006,HomeLoan,66040.63,131646.86,9.09,6033.03,24,2024-12-15,Active,0
LN00000254,CUST0001561,BR0042,HomeLoan,138892.62,152122.41,11.84,13106.24,48,2020-11-10,Active,127
LN00000255,CUST0007705,BR0021,HomeLoan,121370.56,8022.81,12.33,7929.63,48,2020-08-30,Restructured,0
LN00000256,CUST0009283,BR0008,PersonalLoan,123067.05,6722.5,14.41,23092.75,48,2020-08-06,Active,0
LN00000257,CUST0009616,BR0031,EducationLoan,81319.04,1191.88,10.81,31512.02,120,2020-01-09,Active,0
LN00000258,CUST0008190,BR0031,AutoLoan,31738.98,31734.41,11.35,3626.67,84,2024-12-11,Active,0
LN00000259,CUST0001634,BR0050,HomeLoan,134365.29,24244.33,9.15,2195.12,240,2023-06-03,Active,0
LN00000260,CUST0000655,BR0030,PersonalLoan,132036.08,2669.43,7.36,5864.71,120,2025-02-15,Active,0
LN00000261,CUST0009642,BR0025,AutoLoan,108405.26,4643.58,11.65,3172.77,120,2022-05-16,NPA,0
LN00000262,CUST0004016,BR0011,AutoLoan,76706.52,3369.95,12.58,2635.94,24,2024-11-08,Active,0
LN00000263,CUST0000255,BR0006,HomeLoan,244473.29,58523.54,10.9,6989.72,24,2023-04-11,Closed,0
LN00000264,CUST0002797,BR0042,HomeLoan,279690.86,1003511.04,12.95,830.09,36,2023-10-03,Active,0
LN00000265,CUST0008509,BR0020,HomeLoan,90921.73,86945.03,14.03,4139.77,48,2024-07-19,NPA,0
LN00000266,CUST0006382,BR0030,HomeLoan,175443.41,135240.75,8.03,2802.83,48,2021-04-10,Closed,0
LN00000267,CUST0008881,BR0011,HomeLoan,278623.18,85116.68,10.92,2901.74,12,2024-07-25,Active,0
LN00000268,CUST0009606,BR0045,EducationLoan,557864.49,252533.29,8.31,3205.83,180,2019-11-15,Active,0
LN00000269,CUST0006198,BR0001,HomeLoan,465775.43,90167.96,7.89,10022.54,48,2021-06-15,Restructured,0
LN00000270,CUST0000584,BR0039,AutoLoan,187112.44,21426.45,9.85,5513.83,120,2024-02-01,Closed,0
LN00000271,CUST0003937,BR0044,PersonalLoan,172815.74,47494.1,10.73,2407.55,48,2024-09-29,Active,0
LN00000272,CUST0009236,BR0043,EducationLoan,146593.06,53904.69,14.57,1343.89,60,2021-04-26,Active,0
LN00000273,CUST0003340,BR0039,AutoLoan,37665.61,56963.73,15.38,502.53,36,2022-06-24,Active,0
LN00000274,CUST0006229,BR0010,HomeLoan,547284.79,61109.41,13.21,3498.21,240,2024-05-05,Active,0
LN00000275,CUST0005118,BR0003,HomeLoan,1496843.7,17987.96,14.16,3798.42,60,2025-09-26,Active,0
LN00000276,CUST0000784,BR0004,PersonalLoan,213914.56,65362.84,6.59,4075.26,60,2021-05-03,Active,0
LN00000277,CUST0000480,BR0045,AutoLoan,1470715.08,60556.18,9.1,22336.98,240,2025-11-04,Active,118
LN00000278,CUST0009004,BR0021,PersonalLoan,448887.09,33820.18,11.72,4873.51,60,2020-05-01,Active,0
LN00000279,CUST0006799,BR0032,EducationLoan,730937.27,9675.14,14.25,3223.05,48,2023-10-29,Active,0
LN00000280,CUST0004366,BR0024,AutoLoan,678540.95,30272.89,11.13,13530.86,48,2024-02-27,Active,0
LN00000281,CUST0004168,BR0034,HomeLoan,172785.14,167409.35,10.32,9487.2,180,2025-08-09,Closed,86
LN00000282,CUST0001907,BR0045,AutoLoan,670121.18,227719.4,15.99,8424.8,48,2020-06-19,Closed,0
LN00000283,CUST0000235,BR0010,AutoLoan,1056351.26,15400.17,10.3,12510.75,36,2024-05-22,NPA,0
LN00000284,CUST0008195,BR0026,HomeLoan,65978.59,1099389.22,16.3,4036.61,24,2021-10-29,Closed,0
LN00000285,CUST0003945,BR0029,AutoLoan,31757.21,190252.62,8.43,8497.61,120,2022-04-11,Active,0
LN00000286,CUST0006854,BR0004,PersonalLoan,588112.27,176692.37,15.37,3202.53,48,2024-02-15,Active,0
LN00000287,CUST0000613,BR0021,HomeLoan,2595421.05,28467.61,9.67,9556.55,180,2022-11-08,Active,0
LN00000288,CUST0007635,BR0048,GoldLoan,190317.5,107926.32,10.34,4530.71,12,2020-09-27,Closed,0
LN00000289,CUST0002159,BR0021,GoldLoan,61666.37,12167.83,11.14,17656.94,120,2021-04-19,NPA,0
LN00000290,CUST0001891,BR0035,HomeLoan,525836.79,43862.83,13.62,4367.12,120,2020-01-27,Active,0
LN00000291,CUST0000759,BR0041,HomeLoan,53228.89,63777.68,8.91,5072.09,180,2025-06-18,NPA,0
LN00000292,CUST0009586,BR0018,HomeLoan,857103.34,134979.89,11.8,3457.48,84,2019-12-11,Active,0
LN00000293,CUST0008608,BR0001,HomeLoan,585330.23,15127.86,8.87,8200.24,84,2024-09-23,Active,0
LN00000294,CUST0006522,BR0041,HomeLoan,684856.34,22031.61,11.74,3869.29,12,2025-11-23,Active,0
LN00000295,CUST0007607,BR0049,PersonalLoan,167472.02,79987.03,9.55,16748.52,240,2019-04-25,Active,0
LN00000296,CUST0004199,BR0033,PersonalLoan,109215.63,230050.8,15.2,1887.81,120,2019-11-16,Active,0
LN00000297,CUST0005251,BR0001,PersonalLoan,60999.49,78376.43,9.19,3536.94,36,2020-02-09,Closed,0
LN00000298,CUST0006974,BR0008,HomeLoan,30470.03,45138.13,11.92,2205.0,60,2023-01-12,Active,0
LN00000299,CUST0003461,BR0001,GoldLoan,427017.81,48763.26,15.15,5180.67,120,2024-09-21,Active,0
LN00000300,CUST0004975,BR0007,HomeLoan,277179.97,123920.07,13.92,1163.58,48,2020-06-07,Active,0
LN00000301,CUST0009259,BR0042,AutoLoan,245792.61,72310.05,7.05,2526.99,48,2024-03-22,Active,0
LN00000302,CUST0006671,BR0038,HomeLoan,36608.67,66920.75,14.22,1343.35,48,2025-03-26,Active,0
LN00000303,CUST0001936,BR0013,HomeLoan,865409.46,121836.37,12.68,544.39,24,2021-04-20,Active,12
LN00000304,CUST0006688,BR0029,HomeLoan,252854.64,283508.2,14.79,3882.12,24,2026-02-20,Closed,0
LN00000305,CUST0001608,BR0008,PersonalLoan,91604.13,131986.7,9.86,9834.91,48,2024-05-27,Active,0
LN00000306,CUST0009250,BR0004,PersonalLoan,51217.35,46008.38,7.4,7033.29,240,2020-09-16,Active,0
LN00000307,CUST0006543,BR0015,GoldLoan,209012.15,149672.72,11.27,7807.74,180,2023-12-06,Active,0
LN00000308,CUST0004961,BR0049,PersonalLoan,21664.57,53661.99,11.1,9645.91,24,2019-06-21,Restructured,108
LN00000309,CUST0009268,BR0043,EducationLoan,189787.49,198918.9,10.24,1140.13,84,2023-02-21,Active,0
LN00000310,CUST0003614,BR0011,HomeLoan,243129.75,38007.18,15.94,3528.05,120,2021-03-28,Active,0
LN00000311,CUST0009267,BR0001,HomeLoan,40060.1,81415.12,13.04,3268.19,12,2025-11-08,Active,0
LN00000312,CUST0006851,BR0016,PersonalLoan,101470.08,1853.64,9.82,22809.2,84,2024-08-14,Active,0
LN00000313,CUST0008588,BR0019,HomeLoan,112670.93,39707.28,14.12,11351.57,84,2024-04-01,Active,0
LN00000314,CUST0007694,BR0009,AutoLoan,344229.41,33626.57,6.67,3493.81,12,2026-01-08,Closed,0
LN00000315,CUST0007770,BR0011,HomeLoan,94973.95,37325.01,16.46,3081.52,84,2024-04-02,Restructured,0
LN00000316,CUST0001033,BR0015,PersonalLoan,423326.47,107076.95,7.96,2069.38,24,2023-02-20,Closed,0
LN00000317,CUST0005518,BR0021,EducationLoan,335574.41,81052.42,12.61,3585.31,48,2022-11-15,Closed,0
LN00000318,CUST0000924,BR0012,HomeLoan,128749.56,166765.59,8.23,4436.95,240,2023-01-18,Active,0
LN00000319,CUST0007792,BR0031,HomeLoan,1162050.56,486351.92,13.44,8242.16,24,2022-08-14,Closed,0
LN00000320,CUST0006530,BR0012,PersonalLoan,601108.65,186331.51,10.56,707.96,180,2022-06-18,Active,0
LN00000321,CUST0006848,BR0013,GoldLoan,6241.35,31073.1,7.77,23658.02,120,2024-01-01,Active,0
LN00000322,CUST0008940,BR0038,HomeLoan,1349694.54,68457.28,12.83,6959.21,240,2023-03-07,Active,0
LN00000323,CUST0008247,BR0015,HomeLoan,869514.53,68003.86,8.01,3353.99,84,2023-12-12,Active,0
LN00000324,CUST0006642,BR0004,HomeLoan,91967.7,279079.68,13.54,12441.87,48,2021-12-15,Active,0
LN00000325,CUST0005937,BR0015,AutoLoan,250107.81,175681.08,10.41,6507.32,24,2022-02-17,Active,0
LN00000326,CUST0008504,BR0004,HomeLoan,214396.74,89154.82,13.9,10075.97,48,2025-06-11,Active,0
LN00000327,CUST0001014,BR0027,AutoLoan,26853.63,343059.85,14.27,2914.5,180,2024-03-12,Active,0
LN00000328,CUST0001762,BR0021,PersonalLoan,390924.78,639863.12,15.37,9693.2,60,2021-07-15,NPA,0
LN00000329,CUST0002518,BR0038,AutoLoan,120151.6,254964.13,13.99,1889.57,48,2020-07-17,Active,29
LN00000330,CUST0003060,BR0001,AutoLoan,70464.09,3813.82,9.15,17380.07,12,2024-04-22,Active,176
LN00000331,CUST0005041,BR0025,HomeLoan,119031.38,23039.35,12.54,12666.22,12,2025-06-12,Closed,0
LN00000332,CUST0007662,BR0018,PersonalLoan,104144.62,70865.02,14.35,1766.73,120,2024-05-14,NPA,0
LN00000333,CUST0007937,BR0046,HomeLoan,654153.52,89703.38,10.93,3475.57,84,2024-02-01,Active,77
LN00000334,CUST0003868,BR0005,HomeLoan,78575.22,12430.51,14.69,1963.38,36,2021-08-22,Active,0
LN00000335,CUST0003210,BR0017,AutoLoan,60145.47,17045.8,14.07,8535.47,240,2023-09-15,Active,0
LN00000336,CUST0009372,BR0027,AutoLoan,46379.38,97620.84,6.51,10817.43,60,2020-08-17,Active,0
LN00000337,CUST0001038,BR0038,EducationLoan,77329.9,25944.46,10.02,2678.9,120,2019-10-29,Active,0
LN00000338,CUST0007875,BR0017,AutoLoan,1311144.68,120528.3,9.92,12095.4,120,2025-05-22,Active,0
LN00000339,CUST0003772,BR0009,PersonalLoan,18841.99,9197.62,10.55,5449.24,240,2021-02-01,Active,0
LN00000340,CUST0009301,BR0013,EducationLoan,133962.31,74872.56,11.34,1063.12,120,2024-07-02,Active,0
LN00000341,CUST0009695,BR0002,PersonalLoan,20595.69,141704.15,8.76,8946.45,24,2024-02-27,Active,0
LN00000342,CUST0002437,BR0004,AutoLoan,1050241.04,6334.11,11.45,3130.51,12,2021-12-09,Closed,0
LN00000343,CUST0000281,BR0039,HomeLoan,935511.9,1262371.63,15.81,6966.18,12,2021-08-16,Active,0
LN00000344,CUST0003012,BR0028,PersonalLoan,826063.0,29844.48,14.73,4835.1,240,2023-05-19,Active,0
LN00000345,CUST0001390,BR0027,HomeLoan,136331.89,160793.04,12.57,9033.85,12,2020-07-14,Closed,0
LN00000346,CUST0009232,BR0003,PersonalLoan,264503.71,17095.33,15.99,4580.71,48,2022-09-19,NPA,0
LN00000347,CUST0000917,BR0023,HomeLoan,145913.79,2639.59,13.27,4119.42,240,2022-04-30,Active,0
LN00000348,CUST0002211,BR0024,PersonalLoan,441154.06,80037.6,11.88,7098.3,120,2021-06-02,Active,0
LN00000349,CUST0007710,BR0047,HomeLoan,203132.62,29981.08,12.79,7843.72,48,2023-05-10,Closed,0
LN00000350,CUST0007142,BR0003,EducationLoan,35117.21,88382.77,9.02,2210.04,60,2023-10-23,Active,0
LN00000351,CUST0004411,BR0049,EducationLoan,24673.99,39842.07,15.96,1042.14,60,2025-07-16,Active,0
LN00000352,CUST0004424,BR0049,PersonalLoan,123031.19,79084.24,7.22,11671.93,84,2021-07-23,Active,0
LN00000353,CUST0005035,BR0050,HomeLoan,28305.26,75586.55,9.79,4404.52,60,2023-02-19,Active,102
LN00000354,CUST0004444,BR0018,PersonalLoan,155128.37,2534.74,16.34,3162.19,120,2021-07-08,Closed,0
LN00000355,CUST0005524,BR0020,EducationLoan,46148.7,468411.99,15.97,17715.04,120,2026-02-20,NPA,0
LN00000356,CUST0007787,BR0031,HomeLoan,863324.27,38970.99,7.66,6610.59,48,2021-02-07,Closed,0
LN00000357,CUST0005210,BR0029,PersonalLoan,50014.67,52642.51,12.61,5803.69,36,2023-09-05,Active,0
LN00000358,CUST0007091,BR0013,PersonalLoan,37312.9,122576.84,10.36,7848.05,48,2023-01-10,Active,0
LN00000359,CUST0001585,BR0029,PersonalLoan,293605.97,3750176.54,14.56,1801.69,240,2020-01-22,NPA,0
LN00000360,CUST0001861,BR0010,PersonalLoan,640598.3,188051.19,15.6,4363.26,84,2020-05-26,Active,0
LN00000361,CUST0000400,BR0010,PersonalLoan,508771.03,13468.4,16.31,2265.69,12,2021-08-24,Closed,0
LN00000362,CUST0004397,BR0048,PersonalLoan,5972.28,15209.99,10.66,5435.15,36,2025-05-16,Closed,0
LN00000363,CUST0008198,BR0048,HomeLoan,93625.14,209276.65,7.0,2900.87,240,2020-04-10,Closed,0
LN00000364,CUST0006250,BR0021,GoldLoan,2270612.25,17249.17,12.57,15193.74,12,2022-12-30,Closed,0
LN00000365,CUST0000908,BR0035,HomeLoan,138298.7,8365.9,8.05,3377.69,60,2025-03-24,Active,0
LN00000366,CUST0008255,BR0001,PersonalLoan,111592.41,144411.59,14.59,7940.79,48,2021-05-12,Closed,0
LN00000367,CUST0001694,BR0009,HomeLoan,1595057.03,142095.02,14.29,7808.72,84,2020-02-11,Closed,0
LN00000368,CUST0000815,BR0022,EducationLoan,104833.78,8102.29,14.41,2256.03,84,2025-01-19,Closed,0
LN00000369,CUST0009754,BR0015,AutoLoan,3023437.52,116928.67,13.65,17271.32,120,2020-11-13,Active,0
LN00000370,CUST0001043,BR0039,HomeLoan,34471.92,13498.78,12.05,3909.36,180,2022-03-14,Active,0
LN00000371,CUST0007388,BR0003,PersonalLoan,565487.96,5241.22,8.89,1499.28,48,2020-07-21,Active,0
LN00000372,CUST0006787,BR0030,HomeLoan,21745.05,89181.22,9.85,3252.3,12,2025-10-22,NPA,0
LN00000373,CUST0008551,BR0022,PersonalLoan,436118.74,13470.24,10.31,1847.09,240,2022-04-23,Closed,0
LN00000374,CUST0000016,BR0006,HomeLoan,170279.9,18515.24,7.52,6304.27,12,2021-07-23,Active,0
LN00000375,CUST0001254,BR0024,HomeLoan,303349.87,9104.65,16.47,2705.54,48,2023-04-25,Active,0
LN00000376,CUST0009313,BR0040,HomeLoan,43231.5,99820.47,12.04,2418.14,36,2021-05-31,Active,0
LN00000377,CUST0007581,BR0031,HomeLoan,62108.99,782244.12,10.84,4490.9,12,2025-09-15,Closed,0
LN00000378,CUST0005041,BR0024,EducationLoan,45429.45,112183.74,9.24,4383.42,240,2022-10-09,Closed,6
LN00000379,CUST0007974,BR0018,HomeLoan,1845783.95,1154457.23,10.37,13628.16,180,2023-11-07,Restructured,0
LN00000380,CUST0004944,BR0012,PersonalLoan,417499.22,899900.69,16.1,13133.02,180,2025-09-30,Active,0
LN00000381,CUST0004720,BR0015,PersonalLoan,338226.94,157306.11,6.58,5028.91,180,2020-01-16,Closed,0
LN00000382,CUST0000639,BR0006,HomeLoan,277781.4,17428.71,11.87,17172.52,12,2022-08-25,Active,0
LN00000383,CUST0004063,BR0003,HomeLoan,670243.43,23803.22,14.96,5673.02,12,2021-09-20,Active,0
LN00000384,CUST0008965,BR0005,GoldLoan,321969.57,2985.78,13.76,5390.29,24,2024-04-15,Active,0
LN00000385,CUST0006952,BR0040,PersonalLoan,200094.54,103208.8,8.55,1446.92,24,2019-06-17,Closed,0
LN00000386,CUST0003209,BR0022,PersonalLoan,127461.36,197284.24,9.93,3419.8,24,2025-09-10,Active,0
LN00000387,CUST0000447,BR0005,HomeLoan,204528.18,27766.31,13.53,9164.84,84,2021-04-27,Active,0
LN00000388,CUST0007716,BR0005,HomeLoan,38081.88,44955.53,6.85,27533.41,12,2020-03-30,Closed,0
LN00000389,CUST0003110,BR0009,EducationLoan,758744.16,85242.64,13.0,7973.59,84,2024-02-02,Active,86
LN00000390,CUST0006211,BR0018,HomeLoan,253731.59,139915.46,13.85,9732.09,240,2021-10-05,Active,0
LN00000391,CUST0009667,BR0019,PersonalLoan,200765.19,79388.31,15.11,10922.56,60,2021-10-16,Closed,0
LN00000392,CUST0006355,BR0023,AutoLoan,967962.1,112082.65,12.08,3707.81,48,2024-07-30,Closed,102
LN00000393,CUST0003644,BR0030,HomeLoan,17764.51,166515.4,8.36,10341.91,48,2020-03-31,Closed,0
LN00000394,CUST0008544,BR0026,PersonalLoan,253742.05,43632.73,11.38,4176.38,48,2024-07-03,Active,0
LN00000395,CUST0008350,BR0014,AutoLoan,1544391.83,399090.69,16.42,13344.67,48,2022-03-05,Active,0
LN00000396,CUST0002829,BR0015,PersonalLoan,518175.26,53641.87,10.58,3860.67,240,2024-09-17,Active,0
LN00000397,CUST0002685,BR0024,HomeLoan,755818.31,6570.1,6.61,3781.84,84,2020-05-15,Closed,0
LN00000398,CUST0009851,BR0007,GoldLoan,197468.38,29810.31,13.67,3477.16,240,2024-12-14,Active,0
LN00000399,CUST0005692,BR0017,PersonalLoan,230132.12,238901.38,6.97,1557.62,60,2020-01-23,Closed,0
LN00000400,CUST0002781,BR0046,EducationLoan,200752.13,39064.97,12.26,10072.36,84,2025-04-19,Active,0
LN00000401,CUST0003466,BR0015,HomeLoan,211483.14,121312.98,13.19,2378.15,12,2022-10-22,Closed,0
LN00000402,CUST0007750,BR0040,AutoLoan,299411.8,108435.97,14.3,1253.95,24,2025-07-04,Active,0
LN00000403,CUST0000118,BR0007,HomeLoan,162825.38,73948.14,14.25,5839.12,36,2024-11-24,Closed,0
LN00000404,CUST0004887,BR0046,PersonalLoan,16460.68,89951.33,10.6,5445.79,84,2025-07-02,Active,0
LN00000405,CUST0001293,BR0013,PersonalLoan,80625.37,14732.47,11.27,1535.95,36,2024-06-04,Active,0
LN00000406,CUST0007113,BR0034,EducationLoan,128302.17,75759.9,12.12,7783.85,12,2019-03-11,Active,115
LN00000407,CUST0001967,BR0029,HomeLoan,503639.35,6036.79,10.99,6875.86,120,2022-05-12,Closed,0
LN00000408,CUST0002047,BR0007,HomeLoan,195736.72,7062.68,13.63,1881.49,12,2025-05-20,Closed,0
LN00000409,CUST0009786,BR0008,AutoLoan,95006.77,62540.37,15.72,886.85,120,2025-05-08,NPA,0
LN00000410,CUST0006954,BR0047,PersonalLoan,1231647.63,67870.16,12.7,2110.85,48,2022-02-25,Active,0
LN00000411,CUST0000978,BR0022,PersonalLoan,129295.64,106064.93,9.91,5089.22,60,2024-01-07,Closed,90
LN00000412,CUST0003964,BR0038,HomeLoan,142558.31,87886.22,6.75,5053.26,120,2024-09-07,Active,0
LN00000413,CUST0003420,BR0019,HomeLoan,168231.01,84831.71,12.97,1039.8,24,2020-04-30,Closed,0
LN00000414,CUST0006038,BR0019,GoldLoan,157268.41,91469.72,7.57,11263.62,84,2025-04-27,NPA,0
LN00000415,CUST0000709,BR0015,PersonalLoan,890086.33,1711.17,9.55,4528.03,24,2019-06-10,Closed,0
LN00000416,CUST0004608,BR0014,PersonalLoan,621908.63,170717.93,8.2,1877.82,60,2020-10-19,Active,0
LN00000417,CUST0005839,BR0011,EducationLoan,223116.68,11751.37,8.38,4043.3,24,2026-02-17,Closed,0
LN00000418,CUST0003247,BR0008,HomeLoan,168643.94,31897.23,14.81,30554.78,12,2021-02-27,Active,0
LN00000419,CUST0004860,BR0028,PersonalLoan,408523.61,82985.16,8.75,14522.3,180,2019-12-14,Closed,0
LN00000420,CUST0000955,BR0041,HomeLoan,89112.08,47698.4,11.64,4524.58,48,2024-03-18,Active,0
LN00000421,CUST0006810,BR0015,HomeLoan,219218.28,26607.28,10.73,4578.79,36,2024-12-30,Active,0
LN00000422,CUST0003939,BR0004,EducationLoan,33487.29,114779.6,7.56,5763.44,12,2024-08-05,Active,0
LN00000423,CUST0007171,BR0031,HomeLoan,591685.74,331198.22,16.43,972.07,120,2025-01-10,Closed,0
LN00000424,CUST0004640,BR0024,HomeLoan,243914.32,24665.5,13.84,4017.15,84,2021-06-28,Closed,0
LN00000425,CUST0006497,BR0004,PersonalLoan,2412064.6,181357.34,11.56,9498.91,240,2023-12-18,Closed,0
LN00000426,CUST0007389,BR0030,HomeLoan,317785.3,181547.76,13.59,3190.86,120,2019-08-25,Active,0
LN00000427,CUST0002672,BR0045,HomeLoan,38466.54,31094.24,7.23,3232.71,24,2024-10-21,Active,0
LN00000428,CUST0009251,BR0018,PersonalLoan,16281.65,41725.8,13.66,987.06,36,2020-06-30,NPA,0
LN00000429,CUST0001592,BR0039,GoldLoan,171549.84,76134.59,11.83,5169.21,84,2021-02-10,NPA,0
LN00000430,CUST0005914,BR0001,HomeLoan,82635.72,162423.61,10.63,3783.69,240,2019-10-17,Active,1
LN00000431,CUST0009719,BR0030,PersonalLoan,171845.47,128735.86,7.97,14077.13,12,2021-02-09,Closed,0
LN00000432,CUST0006871,BR0025,PersonalLoan,231311.78,552847.82,6.51,3876.73,60,2020-11-26,Active,0
LN00000433,CUST0004721,BR0043,AutoLoan,54958.35,132534.61,16.08,9545.64,24,2023-05-11,Closed,135
LN00000434,CUST0005012,BR0029,AutoLoan,38552.69,62619.81,10.08,1395.59,120,2023-12-14,Closed,0
LN00000435,CUST0000068,BR0014,HomeLoan,409292.62,2330.44,11.73,3791.19,48,2025-03-09,NPA,0
LN00000436,CUST0008425,BR0006,AutoLoan,625959.01,125096.05,11.35,3607.65,48,2022-09-11,Active,0
LN00000437,CUST0005605,BR0021,HomeLoan,313913.41,17059.89,10.45,6013.67,60,2020-02-07,Active,0
LN00000438,CUST0003044,BR0021,AutoLoan,67196.12,45243.89,13.26,5848.87,24,2024-04-06,Active,0
LN00000439,CUST0006643,BR0031,PersonalLoan,85004.33,172883.86,9.94,3605.48,240,2020-01-17,Closed,0
LN00000440,CUST0007058,BR0006,EducationLoan,528960.56,504522.36,9.23,4246.18,180,2020-02-15,Active,0
LN00000441,CUST0005348,BR0012,HomeLoan,159180.44,92432.31,13.29,5666.07,180,2023-10-15,Active,0
LN00000442,CUST0006712,BR0003,EducationLoan,42914.38,13609.5,9.01,6628.0,12,2022-06-01,Closed,0
LN00000443,CUST0005893,BR0012,PersonalLoan,351250.16,418561.76,12.52,3174.53,60,2021-07-27,Closed,0
LN00000444,CUST0005264,BR0038,AutoLoan,434320.71,53668.81,10.1,1014.5,180,2019-10-11,Closed,0
LN00000445,CUST0005933,BR0027,PersonalLoan,338042.86,15824.96,12.44,14246.0,12,2019-10-11,Active,0
LN00000446,CUST0004176,BR0030,HomeLoan,70716.23,8948.0,11.09,6312.88,12,2022-11-02,Active,0
LN00000447,CUST0008275,BR0040,PersonalLoan,94471.92,460764.07,10.69,7898.31,24,2020-06-22,Restructured,0
LN00000448,CUST0007403,BR0024,AutoLoan,102868.12,46881.79,11.22,5376.06,48,2020-03-01,Closed,0
LN00000449,CUST0009854,BR0040,HomeLoan,29156.01,328672.81,8.17,1682.68,24,2023-10-03,Closed,0
LN00000450,CUST0008289,BR0029,AutoLoan,37124.96,110773.72,9.8,14072.34,84,2020-07-13,Active,0
LN00000451,CUST0001193,BR0030,HomeLoan,41343.61,87336.5,7.72,2453.83,180,2020-09-22,Closed,0
LN00000452,CUST0003083,BR0036,HomeLoan,47395.31,315085.21,8.61,3788.13,48,2021-11-15,Restructured,3
LN00000453,CUST0000011,BR0046,HomeLoan,421486.37,28980.55,15.23,8402.3,180,2026-03-01,Closed,0
LN00000454,CUST0001625,BR0030,GoldLoan,660269.31,28245.86,8.03,2876.96,84,2023-07-03,Closed,0
LN00000455,CUST0005809,BR0021,GoldLoan,201122.22,78833.45,9.97,10968.93,120,2022-12-11,Active,0
LN00000456,CUST0007361,BR0025,HomeLoan,337742.23,12698.6,10.39,57096.7,48,2021-05-20,Closed,0
LN00000457,CUST0007939,BR0014,HomeLoan,1745454.87,8213.41,8.65,4738.21,12,2022-10-18,Active,0
LN00000458,CUST0001440,BR0007,HomeLoan,294282.95,229179.51,12.03,1290.8,120,2019-12-16,Active,0
LN00000459,CUST0006792,BR0041,HomeLoan,329118.08,49311.6,7.23,5803.53,60,2025-06-18,Active,0
LN00000460,CUST0006475,BR0020,HomeLoan,198764.45,19827.26,13.93,4552.09,36,2023-03-07,Closed,0
LN00000461,CUST0001293,BR0044,AutoLoan,87999.17,67503.68,9.23,6763.48,24,2025-01-05,Active,0
LN00000462,CUST0003972,BR0001,HomeLoan,92553.1,24029.35,16.02,6107.41,120,2020-10-21,Active,0
LN00000463,CUST0005406,BR0029,PersonalLoan,174783.55,62511.19,11.48,3313.98,84,2025-09-06,Closed,0
LN00000464,CUST0003467,BR0027,PersonalLoan,137731.09,55020.63,7.88,17727.94,84,2024-12-05,NPA,0
LN00000465,CUST0004361,BR0032,PersonalLoan,297185.7,39599.23,12.17,6259.3,24,2024-06-29,Closed,0
LN00000466,CUST0008565,BR0044,HomeLoan,265227.31,174372.62,8.84,16946.76,240,2022-04-27,Active,0
